pathway	pval	padj	ES	NES	nMoreExtreme	size	celltype
chlorophyll_metabolic_process	0.0013597033374536465	0.13730599297609605	0.490639633032596	2.094840084952345	10	19	developing_mesophyll_ncell_494
dicarboxylic_acid_metabolic_process	0.0013749484394335212	0.13730599297609605	0.6141654603080733	2.055764973151557	9	10	developing_mesophyll_ncell_494
generation_of_precursor_metabolites_and_energy	0.0015521523178807946	0.13730599297609605	0.30079663269628276	1.9701143209425174	14	80	developing_mesophyll_ncell_494
photosynthesis_light_harvesting	0.0015902464882056719	0.13730599297609605	0.579746930046267	2.081510085031772	11	12	developing_mesophyll_ncell_494
porphyrin_containing_compound_biosynthetic_process	0.0021527162213498797	0.13730599297609605	0.5009622672761508	2.0101711744901625	16	16	developing_mesophyll_ncell_494
tetrapyrrole_biosynthetic_process	0.0021527162213498797	0.13730599297609605	0.5009622672761508	2.0101711744901625	16	16	developing_mesophyll_ncell_494
porphyrin_containing_compound_metabolic_process	0.0022091310751104565	0.13730599297609605	0.47322812384535284	2.0541362114543267	17	20	developing_mesophyll_ncell_494
tetrapyrrole_metabolic_process	0.0022091310751104565	0.13730599297609605	0.47322812384535284	2.0541362114543267	17	20	developing_mesophyll_ncell_494
pyruvate_metabolic_process	0.002577319587628866	0.1487481590574374	0.46503465255378684	2.018570899019478	20	20	developing_mesophyll_ncell_494
alpha_amino_acid_catabolic_process	0.004038228563736707	0.17944589417578147	0.5487467504891468	1.9081385421035024	29	11	developing_mesophyll_ncell_494
obsolete_oxidoreduction_coenzyme_metabolic_process	0.004267744833782569	0.17944589417578147	0.37580193345319396	1.951497851132878	37	34	developing_mesophyll_ncell_494
pigment_biosynthetic_process	0.004336414469930389	0.17944589417578147	0.3858637324123124	1.9430301669929766	37	31	developing_mesophyll_ncell_494
obsolete_coenzyme_metabolic_process	0.0054484036177400025	0.20010500559699645	0.33540498770020555	1.9131210184343097	49	47	developing_mesophyll_ncell_494
cell_wall_organization	0.006017221703496213	0.21138761462717132	0.281241092178682	1.8261604982517774	57	77	developing_mesophyll_ncell_494
cellular_amino_acid_catabolic_process	0.007951232441028359	0.23928718582612277	0.5159748410143009	1.8525442387564188	59	12	developing_mesophyll_ncell_494
positive_regulation_of_actin_filament_polymerization	0.00838718548054448	0.23928718582612277	0.5507248250986113	1.8434133445323289	60	10	developing_mesophyll_ncell_494
positive_regulation_of_protein_containing_complex_assembly	0.00838718548054448	0.23928718582612277	0.5507248250986113	1.8434133445323289	60	10	developing_mesophyll_ncell_494
positive_regulation_of_protein_polymerization	0.00838718548054448	0.23928718582612277	0.5507248250986113	1.8434133445323289	60	10	developing_mesophyll_ncell_494
actin_nucleation	0.00838718548054448	0.23928718582612277	0.5507248250986113	1.8434133445323289	60	10	developing_mesophyll_ncell_494
cell_wall_organization_or_biogenesis	0.009376273950264982	0.23928718582612277	0.24883081372966054	1.7198058160842535	91	103	developing_mesophyll_ncell_494
glucan_biosynthetic_process	0.010434782608695653	0.23928718582612277	0.377798871266719	1.8387522215874479	89	28	developing_mesophyll_ncell_494
unsaturated_fatty_acid_biosynthetic_process	0.011037824740880334	0.23928718582612277	0.5116756785533936	1.7792325556996682	81	11	developing_mesophyll_ncell_494
unsaturated_fatty_acid_metabolic_process	0.011037824740880334	0.23928718582612277	0.5116756785533936	1.7792325556996682	81	11	developing_mesophyll_ncell_494
starch_biosynthetic_process	0.011698022190062711	0.23928718582612277	0.40318838190368633	1.8078680690612108	96	22	developing_mesophyll_ncell_494
positive_regulation_of_cytoskeleton_organization	0.012249293310001345	0.23928718582612277	0.5100841472241004	1.7736983775606951	90	11	developing_mesophyll_ncell_494
regulation_of_cellular_component_size	0.012664576802507837	0.23928718582612277	0.43934907900131487	1.8011358551696341	100	17	developing_mesophyll_ncell_494
regulation_of_anatomical_structure_size	0.012664576802507837	0.23928718582612277	0.43934907900131487	1.8011358551696341	100	17	developing_mesophyll_ncell_494
tetraterpenoid_metabolic_process	0.013119533527696793	0.23928718582612277	0.497002989401214	1.784428137716927	98	12	developing_mesophyll_ncell_494
tetraterpenoid_biosynthetic_process	0.013119533527696793	0.23928718582612277	0.497002989401214	1.784428137716927	98	12	developing_mesophyll_ncell_494
carotenoid_metabolic_process	0.013119533527696793	0.23928718582612277	0.497002989401214	1.784428137716927	98	12	developing_mesophyll_ncell_494
carotenoid_biosynthetic_process	0.013119533527696793	0.23928718582612277	0.497002989401214	1.784428137716927	98	12	developing_mesophyll_ncell_494
cell_maturation	0.013229827246883884	0.23928718582612277	0.313939800579676	1.7618338538654834	120	44	developing_mesophyll_ncell_494
trichoblast_maturation	0.013229827246883884	0.23928718582612277	0.313939800579676	1.7618338538654834	120	44	developing_mesophyll_ncell_494
root_hair_cell_differentiation	0.013229827246883884	0.23928718582612277	0.313939800579676	1.7618338538654834	120	44	developing_mesophyll_ncell_494
starch_metabolic_process	0.014207909069381956	0.23928718582612277	0.3845222104032622	1.798178248934121	119	25	developing_mesophyll_ncell_494
external_encapsulating_structure_organization	0.014212022318138751	0.23928718582612277	0.2833648671379405	1.7539489756085893	134	63	developing_mesophyll_ncell_494
isopentenyl_diphosphate_biosynthetic_process	0.014215080346106305	0.23928718582612277	0.419521072075264	1.7911915367160305	114	19	developing_mesophyll_ncell_494
isopentenyl_diphosphate_biosynthetic_process_methylerythritol_4_phosphate_pathway	0.014215080346106305	0.23928718582612277	0.419521072075264	1.7911915367160305	114	19	developing_mesophyll_ncell_494
isopentenyl_diphosphate_metabolic_process	0.014215080346106305	0.23928718582612277	0.419521072075264	1.7911915367160305	114	19	developing_mesophyll_ncell_494
pigment_metabolic_process	0.014712488769092542	0.24260593725360763	0.34135158481664907	1.7726010032182589	130	34	developing_mesophyll_ncell_494
regulation_of_catalytic_activity	0.015189596765380833	0.24318727599136078	0.31118438221185096	1.7537987975374039	138	45	developing_mesophyll_ncell_494
root_epidermal_cell_differentiation	0.015349691925197277	0.24318727599136078	0.3009444096980392	1.7470432181464817	141	50	developing_mesophyll_ncell_494
plant_type_cell_wall_organization_or_biogenesis	0.017061508367746142	0.2651095915603631	0.30123727836344516	1.7284524383124065	156	48	developing_mesophyll_ncell_494
glyceraldehyde_3_phosphate_metabolic_process	0.019391261659302897	0.2653147000105075	0.39850297805853296	1.7297775773570185	157	20	developing_mesophyll_ncell_494
trichoblast_differentiation	0.019832189168573607	0.2653147000105075	0.30150197611097285	1.7197411748478533	181	47	developing_mesophyll_ncell_494
regulation_of_actin_polymerization_or_depolymerization	0.020275642724622317	0.2653147000105075	0.47623477396976116	1.7098624132115268	152	12	developing_mesophyll_ncell_494
regulation_of_actin_filament_length	0.020275642724622317	0.2653147000105075	0.47623477396976116	1.7098624132115268	152	12	developing_mesophyll_ncell_494
regulation_of_actin_filament_polymerization	0.020275642724622317	0.2653147000105075	0.47623477396976116	1.7098624132115268	152	12	developing_mesophyll_ncell_494
regulation_of_protein_polymerization	0.020275642724622317	0.2653147000105075	0.47623477396976116	1.7098624132115268	152	12	developing_mesophyll_ncell_494
regulation_of_actin_cytoskeleton_organization	0.020275642724622317	0.2653147000105075	0.47623477396976116	1.7098624132115268	152	12	developing_mesophyll_ncell_494
regulation_of_actin_filament_based_process	0.020275642724622317	0.2653147000105075	0.47623477396976116	1.7098624132115268	152	12	developing_mesophyll_ncell_494
regulation_of_protein_containing_complex_assembly	0.020275642724622317	0.2653147000105075	0.47623477396976116	1.7098624132115268	152	12	developing_mesophyll_ncell_494
pyridine_nucleotide_metabolic_process	0.02293735022252653	0.2803716219847169	0.3397713462998897	1.7109303629372072	200	31	developing_mesophyll_ncell_494
nicotinamide_nucleotide_metabolic_process	0.02293735022252653	0.2803716219847169	0.3397713462998897	1.7109303629372072	200	31	developing_mesophyll_ncell_494
pyridine_containing_compound_metabolic_process	0.02293735022252653	0.2803716219847169	0.3397713462998897	1.7109303629372072	200	31	developing_mesophyll_ncell_494
monocarboxylic_acid_metabolic_process	0.02324863697150499	0.2803716219847169	0.24585392681998505	1.6339324357166862	225	85	developing_mesophyll_ncell_494
developmental_maturation	0.024074470361652042	0.2860613537090419	0.28014411875867745	1.6650644506723258	224	54	developing_mesophyll_ncell_494
isoprenoid_biosynthetic_process	0.024710255849551718	0.2892491790989251	0.29991512557341526	1.6831272127519101	225	44	developing_mesophyll_ncell_494
auxin_metabolic_process	0.025318116227207137	0.2892491790989251	0.4520413031920458	1.6708360089657943	192	13	developing_mesophyll_ncell_494
regulation_of_cellular_protein_metabolic_process	0.025943658835319006	0.2892491790989251	0.3168720603995372	1.6872063039331828	232	37	developing_mesophyll_ncell_494
serine_family_amino_acid_metabolic_process	0.02655075187969925	0.2892491790989251	0.3559985300870681	1.687921884564626	225	26	developing_mesophyll_ncell_494
cell_wall_modification	0.026668233082706768	0.2892491790989251	0.35538959726931074	1.685034706830856	226	26	developing_mesophyll_ncell_494
terpenoid_biosynthetic_process	0.02673434856175973	0.2892491790989251	0.32600286592189476	1.6765098125774802	236	33	developing_mesophyll_ncell_494
isoprenoid_metabolic_process	0.027257977285018928	0.2892491790989251	0.28786627882607435	1.663054264198874	251	49	developing_mesophyll_ncell_494
response_to_fungus	0.027564243356028993	0.2892491790989251	0.2983605586017974	1.660456495695599	250	43	developing_mesophyll_ncell_494
secondary_metabolic_process	0.027564587612150037	0.2892491790989251	0.28712259149355934	1.666804765533858	254	50	developing_mesophyll_ncell_494
regulation_of_cellular_component_biogenesis	0.02899121080939263	0.2962206391276686	0.44751257568163444	1.6540969168833732	220	13	developing_mesophyll_ncell_494
regulation_of_metabolic_process	0.029217530518310986	0.2962206391276686	0.1858757655368162	1.4651079132495068	291	247	developing_mesophyll_ncell_494
plant_type_cell_wall_organization	0.029408475902940847	0.2962206391276686	0.31523686107976207	1.6639360544868727	262	36	developing_mesophyll_ncell_494
positive_regulation_of_organelle_organization	0.03004066640430277	0.2962206391276686	0.4452270573820002	1.6456491793708636	228	13	developing_mesophyll_ncell_494
organic_acid_catabolic_process	0.030428605256926356	0.2962206391276686	0.35645180552279765	1.666909910905246	256	25	developing_mesophyll_ncell_494
carboxylic_acid_catabolic_process	0.030428605256926356	0.2962206391276686	0.35645180552279765	1.666909910905246	256	25	developing_mesophyll_ncell_494
regulation_of_cytoskeleton_organization	0.03148366784730421	0.30284290024549765	0.4440972659057822	1.6414732417568494	239	13	developing_mesophyll_ncell_494
phospholipid_biosynthetic_process	0.03242481203007519	0.30449442659367687	0.34849113517048325	1.6523265236155975	275	26	developing_mesophyll_ncell_494
phenylpropanoid_metabolic_process	0.03313696612665685	0.30449442659367687	0.3786164506934069	1.6434563425816056	269	20	developing_mesophyll_ncell_494
positive_regulation_of_catalytic_activity	0.033270187070802745	0.30449442659367687	0.3535554116568438	1.653365225294908	280	25	developing_mesophyll_ncell_494
positive_regulation_of_molecular_function	0.033270187070802745	0.30449442659367687	0.3535554116568438	1.653365225294908	280	25	developing_mesophyll_ncell_494
auxin_activated_signaling_pathway	0.033916458407711535	0.30449442659367687	0.3546689648064529	1.638717637854239	284	24	developing_mesophyll_ncell_494
cellular_response_to_auxin_stimulus	0.033916458407711535	0.30449442659367687	0.3546689648064529	1.638717637854239	284	24	developing_mesophyll_ncell_494
secondary_metabolite_biosynthetic_process	0.03443526170798898	0.3054942200285751	0.3272859543324603	1.6302883142087539	299	30	developing_mesophyll_ncell_494
anatomical_structure_formation_involved_in_morphogenesis	0.034967155128852956	0.3054942200285751	0.214592508392169	1.5361937415055422	345	124	developing_mesophyll_ncell_494
modulation_of_process_of_other_organism	0.03647866469242159	0.3054942200285751	0.4623618060970555	1.6077550925339412	270	11	developing_mesophyll_ncell_494
S_glycoside_metabolic_process	0.036539895600298286	0.3054942200285751	0.38983182411064204	1.6341587281681482	293	18	developing_mesophyll_ncell_494
glycosinolate_metabolic_process	0.036539895600298286	0.3054942200285751	0.38983182411064204	1.6341587281681482	293	18	developing_mesophyll_ncell_494
glucosinolate_metabolic_process	0.036539895600298286	0.3054942200285751	0.38983182411064204	1.6341587281681482	293	18	developing_mesophyll_ncell_494
regulation_of_cellular_component_organization	0.03754226419493996	0.3054942200285751	0.3366899264251936	1.6180982345755697	321	27	developing_mesophyll_ncell_494
organic_acid_metabolic_process	0.03791230893000805	0.3054942200285751	0.2059865479858896	1.5081679599373035	376	142	developing_mesophyll_ncell_494
oxoacid_metabolic_process	0.03791230893000805	0.3054942200285751	0.2059865479858896	1.5081679599373035	376	142	developing_mesophyll_ncell_494
terpenoid_metabolic_process	0.03804226918798665	0.3054942200285751	0.3022546361211145	1.621769159470038	341	38	developing_mesophyll_ncell_494
actin_filament_organization	0.03818677750357189	0.3054942200285751	0.4240094949047142	1.6148529388431574	293	14	developing_mesophyll_ncell_494
cell_adhesion	0.03949112112377418	0.30737558181167207	0.44638197640461746	1.6026796133072658	297	12	developing_mesophyll_ncell_494
biological_adhesion	0.03949112112377418	0.30737558181167207	0.44638197640461746	1.6026796133072658	297	12	developing_mesophyll_ncell_494
alpha_amino_acid_metabolic_process	0.03988231448185681	0.30737558181167207	0.2798808169554131	1.5964159544716228	365	47	developing_mesophyll_ncell_494
defense_response_to_fungus	0.03994360902255639	0.30737558181167207	0.3404341831885496	1.6141255075331264	339	26	developing_mesophyll_ncell_494
biosynthetic_process	0.0415958404159584	0.3158223889931207	0.16886316448899089	1.3817169037728814	415	372	developing_mesophyll_ncell_494
lipid_biosynthetic_process	0.04191371907585361	0.3158223889931207	0.22554632208334408	1.5365121548605403	409	95	developing_mesophyll_ncell_494
positive_regulation_of_cellular_component_organization	0.043122483439407715	0.3158223889931207	0.417593218097966	1.5904163552705728	331	14	developing_mesophyll_ncell_494
epidermal_cell_differentiation	0.043265132139812444	0.3158223889931207	0.26469049905192454	1.5831585934855934	405	55	developing_mesophyll_ncell_494
maltose_metabolic_process	0.04360092331367017	0.3158223889931207	0.4112808961152582	1.6076125245950248	339	15	developing_mesophyll_ncell_494
lipid_metabolic_process	0.04785412049163812	0.33291254646188373	0.20360498645399933	1.4801947403737785	474	136	developing_mesophyll_ncell_494
cellular_aldehyde_metabolic_process	0.04786979415988511	0.33291254646188373	0.3466858112671997	1.5799261066043797	399	23	developing_mesophyll_ncell_494
aromatic_amino_acid_family_metabolic_process	0.04811866859623734	0.33291254646188373	0.3527553620144481	1.5817299897505255	398	22	developing_mesophyll_ncell_494
phenylpropanoid_metabolic_process	9.999000099990002e-5	0.004406590047285475	0.46427416134727517	1.8939372725038313	0	127	epidermal_ncell_2944
fatty_acid_biosynthetic_process	9.999000099990002e-5	0.004406590047285475	0.45906304535855946	1.8594643098147392	0	115	epidermal_ncell_2944
secondary_metabolite_biosynthetic_process	9.999000099990002e-5	0.004406590047285475	0.43787620396804183	1.8104775473966563	0	153	epidermal_ncell_2944
metal_ion_transport	9.999000099990002e-5	0.004406590047285475	0.4326582716426058	1.8008517714544405	0	171	epidermal_ncell_2944
secondary_metabolic_process	9.999000099990002e-5	0.004406590047285475	0.4222642196493874	1.7893933826781006	0	237	epidermal_ncell_2944
fatty_acid_metabolic_process	9.999000099990002e-5	0.004406590047285475	0.4119724831090631	1.733860873713907	0	205	epidermal_ncell_2944
cation_transport	9.999000099990002e-5	0.004406590047285475	0.4051516975678834	1.723602026882342	0	257	epidermal_ncell_2944
monocarboxylic_acid_biosynthetic_process	9.999000099990002e-5	0.004406590047285475	0.40349568510298084	1.7184316822568306	0	264	epidermal_ncell_2944
lipid_biosynthetic_process	9.999000099990002e-5	0.004406590047285475	0.3953095804172668	1.6974357014377925	0	310	epidermal_ncell_2944
monocarboxylic_acid_metabolic_process	9.999000099990002e-5	0.004406590047285475	0.37806366294686655	1.6414517231613934	0	402	epidermal_ncell_2944
ion_transport	9.999000099990002e-5	0.004406590047285475	0.3700367760084356	1.6025813311885533	0	377	epidermal_ncell_2944
organic_acid_biosynthetic_process	9.999000099990002e-5	0.004406590047285475	0.3634858034581895	1.5670981405729623	0	341	epidermal_ncell_2944
carboxylic_acid_biosynthetic_process	9.999000099990002e-5	0.004406590047285475	0.3634858034581895	1.5670981405729623	0	341	epidermal_ncell_2944
lipid_metabolic_process	9.999000099990002e-5	0.004406590047285475	0.352850709759868	1.5428637573975252	0	484	epidermal_ncell_2944
small_molecule_biosynthetic_process	9.999000099990002e-5	0.004406590047285475	0.3539900730713711	1.5418871863258115	0	434	epidermal_ncell_2944
response_to_salt_stress	9.999000099990002e-5	0.004406590047285475	0.34449570383450673	1.492795659429797	0	383	epidermal_ncell_2944
organic_acid_metabolic_process	9.999000099990002e-5	0.004406590047285475	0.3338149720385749	1.4627546922612014	0	520	epidermal_ncell_2944
oxoacid_metabolic_process	9.999000099990002e-5	0.004406590047285475	0.3338149720385749	1.4627546922612014	0	520	epidermal_ncell_2944
carboxylic_acid_metabolic_process	9.999000099990002e-5	0.004406590047285475	0.33206460432593277	1.4546829783976343	0	515	epidermal_ncell_2944
response_to_osmotic_stress	9.999000099990002e-5	0.004406590047285475	0.3340075617873829	1.4508053426842473	0	405	epidermal_ncell_2944
cellular_lipid_metabolic_process	9.999000099990002e-5	0.004406590047285475	0.3284779749313369	1.4206883972510507	0	364	epidermal_ncell_2944
response_to_karrikin	1e-4	0.004406590047285475	0.4676988891836922	1.8830463553263908	0	106	epidermal_ncell_2944
phenylpropanoid_biosynthetic_process	1e-4	0.004406590047285475	0.4628977773541021	1.867068314007276	0	108	epidermal_ncell_2944
steroid_metabolic_process	1.0001000100010001e-4	0.004406590047285475	0.44775356807603034	1.7816334892250585	0	92	epidermal_ncell_2944
steroid_biosynthetic_process	1.0002000400080016e-4	0.004406590047285475	0.45800675744676334	1.8078356841697971	0	85	epidermal_ncell_2944
divalent_metal_ion_transport	1.0005002501250626e-4	0.004406590047285475	0.47184644848671176	1.833768090930714	0	71	epidermal_ncell_2944
divalent_inorganic_cation_transport	1.0005002501250626e-4	0.004406590047285475	0.47184644848671176	1.833768090930714	0	71	epidermal_ncell_2944
calcium_ion_transport	1.0040160642570282e-4	0.004406590047285475	0.5205080821336089	1.9394772057137837	0	49	epidermal_ncell_2944
lipid_transport	1.0066438494060802e-4	0.004406590047285475	0.5257143025490358	1.941109267037174	0	46	epidermal_ncell_2944
very_long_chain_fatty_acid_metabolic_process	1.0198878123406426e-4	0.004406590047285475	0.6812202338813611	2.3989920463585785	0	33	epidermal_ncell_2944
cuticle_development	1.0279605263157894e-4	0.004406590047285475	0.6980765695388069	2.3924515272383275	0	28	epidermal_ncell_2944
wax_metabolic_process	1.0662117496534811e-4	0.004406590047285475	0.7476516469935008	2.346486879448357	0	18	epidermal_ncell_2944
wax_biosynthetic_process	1.073191672032625e-4	0.004406590047285475	0.7562589993309103	2.3455942332023603	0	17	epidermal_ncell_2944
response_to_wounding	1.9998000199980003e-4	0.007969791256168502	0.3580795361980011	1.5097023422314648	1	211	epidermal_ncell_2944
cutin_biosynthetic_process	2.14638334406525e-4	0.008309569803452611	0.6649504882261612	2.0623940104227576	1	17	epidermal_ncell_2944
alcohol_metabolic_process	2.9997000299970003e-4	0.010428291068611229	0.3828334676536952	1.5714607428928273	2	139	epidermal_ncell_2944
organic_hydroxy_compound_metabolic_process	2.9997000299970003e-4	0.010428291068611229	0.3828334676536952	1.5714607428928273	2	139	epidermal_ncell_2944
ion_transmembrane_transport	2.9997000299970003e-4	0.010428291068611229	0.37370200081012156	1.5518053340572946	2	165	epidermal_ncell_2944
lipid_localization	3.0015007503751874e-4	0.010428291068611229	0.4636535296161534	1.7989909221131555	2	70	epidermal_ncell_2944
phosphatidylglycerol_biosynthetic_process	3.3719231201528605e-4	0.0111437947019686	0.7022185150086147	2.005362711634278	2	12	epidermal_ncell_2944
phosphatidylglycerol_metabolic_process	3.3719231201528605e-4	0.0111437947019686	0.7022185150086147	2.005362711634278	2	12	epidermal_ncell_2944
flower_development	3.9996000399960006e-4	0.012903471557606143	0.35751886433330865	1.5046829482493589	3	205	epidermal_ncell_2944
regulation_of_biological_quality	4.999500049995e-4	0.015144910527668802	0.3218411166904302	1.3912075624961382	4	360	epidermal_ncell_2944
phytosteroid_biosynthetic_process	5.029675082989639e-4	0.015144910527668802	0.4857524624477888	1.7992226346248927	4	47	epidermal_ncell_2944
brassinosteroid_biosynthetic_process	5.029675082989639e-4	0.015144910527668802	0.4857524624477888	1.7992226346248927	4	47	epidermal_ncell_2944
pigment_biosynthetic_process	7.004202521512907e-4	0.020631944384021716	0.4479777782170544	1.7310546448007496	6	67	epidermal_ncell_2944
pollen_sperm_cell_differentiation	7.781236104935527e-4	0.021991755120589478	0.6750423942023718	1.9670723369205099	6	13	epidermal_ncell_2944
CDP_diacylglycerol_biosynthetic_process	7.952738014087707e-4	0.021991755120589478	0.6991852833914339	1.954749035042844	6	11	epidermal_ncell_2944
CDP_diacylglycerol_metabolic_process	7.952738014087707e-4	0.021991755120589478	0.6991852833914339	1.954749035042844	6	11	epidermal_ncell_2944
floral_whorl_development	9.99900009999e-4	0.0261020658195856	0.37459539640924283	1.5250448840231017	9	123	epidermal_ncell_2944
monovalent_inorganic_cation_transport	0.001	0.0261020658195856	0.387350759980637	1.564901631083405	9	111	epidermal_ncell_2944
sterol_metabolic_process	0.0010017028949213663	0.0261020658195856	0.44727953523337555	1.7032660645092588	9	59	epidermal_ncell_2944
regulation_of_hormone_levels	0.0010998900109989002	0.02811982952648132	0.3634424002251941	1.5118171934332891	10	170	epidermal_ncell_2944
phytosteroid_metabolic_process	0.0012034901213519205	0.029102546204319207	0.4683766268694698	1.7589945214582403	11	52	epidermal_ncell_2944
brassinosteroid_metabolic_process	0.0012034901213519205	0.029102546204319207	0.4683766268694698	1.7589945214582403	11	52	epidermal_ncell_2944
cell_recognition	0.001224239951030402	0.029102546204319207	0.5157569179834609	1.8087080604664458	11	32	epidermal_ncell_2944
recognition_of_pollen	0.001224239951030402	0.029102546204319207	0.5157569179834609	1.8087080604664458	11	32	epidermal_ncell_2944
hormone_metabolic_process	0.0014	0.031034358650520733	0.37941701863705557	1.5349504725274303	13	113	epidermal_ncell_2944
regulation_of_secondary_metabolic_process	0.0014004201260378114	0.031034358650520733	0.4159496658176897	1.6250288300266862	13	75	epidermal_ncell_2944
regulation_of_secondary_metabolite_biosynthetic_process	0.0014018223690798037	0.031034358650520733	0.4407147135707893	1.6846178193630237	13	61	epidermal_ncell_2944
regulation_of_flavonoid_biosynthetic_process	0.001402384052889913	0.031034358650520733	0.44386721405052215	1.6902717501842637	13	59	epidermal_ncell_2944
anther_development	0.001420022314636373	0.031034358650520733	0.505130010799626	1.8069511931282498	13	36	epidermal_ncell_2944
hormone_biosynthetic_process	0.0015003000600120023	0.03176416533306661	0.409990285169905	1.6183059652329663	14	85	epidermal_ncell_2944
anion_transport	0.0015998400159984002	0.03237763553654581	0.34019968873488604	1.4325442233873755	15	207	epidermal_ncell_2944
cell_wall_organization_or_biogenesis	0.0015998400159984002	0.03237763553654581	0.3159103895905848	1.361076197783578	15	336	epidermal_ncell_2944
regulation_of_phenylpropanoid_metabolic_process	0.0016009605763458075	0.03237763553654581	0.4253889378339322	1.6480280622992611	15	69	epidermal_ncell_2944
response_to_carbohydrate	0.0016998300169983002	0.03338071989902459	0.31846263731285124	1.3700241659338803	16	323	epidermal_ncell_2944
oxidation_reduction_process	0.0016998300169983002	0.03338071989902459	0.29621894766578294	1.296583197753657	16	503	epidermal_ncell_2944
potassium_ion_transmembrane_transport	0.001726414136285163	0.0334184450666628	0.5020145506212489	1.7865486393698065	16	35	epidermal_ncell_2944
response_to_jasmonic_acid	0.0017998200179982	0.03387161283871613	0.3358551058691738	1.4195710363466096	17	223	epidermal_ncell_2944
animal_organ_development	0.0017998200179982	0.03387161283871613	0.29145604021424604	1.280365003790004	17	571	epidermal_ncell_2944
alcohol_biosynthetic_process	0.0019	0.03421697970269527	0.38348997476817864	1.542180979561528	18	105	epidermal_ncell_2944
organic_hydroxy_compound_biosynthetic_process	0.0019	0.03421697970269527	0.38348997476817864	1.542180979561528	18	105	epidermal_ncell_2944
sterol_biosynthetic_process	0.001903807615230461	0.03421697970269527	0.4412289611979717	1.6765653157173952	18	58	epidermal_ncell_2944
microgametogenesis	0.0019191811493762662	0.03421697970269527	0.5956061359347142	1.8692956658488982	17	18	epidermal_ncell_2944
protein_phosphorylation	0.001999800019998	0.03428301068086566	0.30532017249613086	1.3232651094158627	19	385	epidermal_ncell_2944
cellulose_metabolic_process	0.002000200020002	0.03428301068086566	0.4068678893773897	1.6019588743115825	19	82	epidermal_ncell_2944
beta_glucan_metabolic_process	0.002000400080016003	0.03428301068086566	0.4032199329609597	1.589057223651953	19	83	epidermal_ncell_2944
coumarin_metabolic_process	0.002049390306383851	0.03428301068086566	0.5188309857779495	1.7914594275774678	19	29	epidermal_ncell_2944
coumarin_biosynthetic_process	0.002049390306383851	0.03428301068086566	0.5188309857779495	1.7914594275774678	19	29	epidermal_ncell_2944
very_long_chain_fatty_acid_biosynthetic_process	0.002135551309430145	0.034502434614935004	0.660810698930614	1.8871122118849029	18	12	epidermal_ncell_2944
salicylic_acid_metabolic_process	0.0022	0.034502434614935004	0.40522934652309156	1.5938972356579075	21	81	epidermal_ncell_2944
S_glycoside_biosynthetic_process	0.0022152854697412142	0.034502434614935004	0.468598341221773	1.7213352966802458	21	44	epidermal_ncell_2944
glycosinolate_biosynthetic_process	0.0022152854697412142	0.034502434614935004	0.468598341221773	1.7213352966802458	21	44	epidermal_ncell_2944
glucosinolate_biosynthetic_process	0.0022152854697412142	0.034502434614935004	0.468598341221773	1.7213352966802458	21	44	epidermal_ncell_2944
cellular_aldehyde_metabolic_process	0.0022152854697412142	0.034502434614935004	0.46820404944182964	1.7198869169095496	21	44	epidermal_ncell_2944
response_to_other_organism	0.0022997700229977	0.03541123160411232	0.29418348053158605	1.2873924670660308	22	501	epidermal_ncell_2944
jasmonic_acid_metabolic_process	0.0024	0.03620645988768039	0.3989691341274247	1.5774424417929716	23	86	epidermal_ncell_2944
phosphorylation	0.0024997500249975004	0.03620645988768039	0.2948300332361278	1.2914928488827855	24	513	epidermal_ncell_2944
tetraterpenoid_metabolic_process	0.0025117396527246914	0.03620645988768039	0.6115161591034828	1.8430522990831726	22	15	epidermal_ncell_2944
tetraterpenoid_biosynthetic_process	0.0025117396527246914	0.03620645988768039	0.6115161591034828	1.8430522990831726	22	15	epidermal_ncell_2944
carotenoid_metabolic_process	0.0025117396527246914	0.03620645988768039	0.6115161591034828	1.8430522990831726	22	15	epidermal_ncell_2944
carotenoid_biosynthetic_process	0.0025117396527246914	0.03620645988768039	0.6115161591034828	1.8430522990831726	22	15	epidermal_ncell_2944
inorganic_anion_transport	0.0026	0.03670158682534921	0.3715000597098845	1.5008646153595822	25	111	epidermal_ncell_2944
response_to_UV	0.0026002600260026003	0.03670158682534921	0.39116643310245625	1.5574520321216232	25	93	epidermal_ncell_2944
response_to_water_deprivation	0.0026997300269973002	0.03771272357300352	0.3305032067814508	1.397846216638339	26	227	epidermal_ncell_2944
potassium_ion_transport	0.002738614463941576	0.037865536720824856	0.48975236510070824	1.7519422753267189	26	36	epidermal_ncell_2944
lignin_metabolic_process	0.002843505636234386	0.03891868825351104	0.49237880181874794	1.752257334683291	27	35	epidermal_ncell_2944
response_to_water	0.0028997100289971	0.03896828985783194	0.32909131151673515	1.392201869769887	28	228	epidermal_ncell_2944
cation_homeostasis	0.002904647435897436	0.03896828985783194	0.42968602474988893	1.6303517454957044	28	57	epidermal_ncell_2944
response_to_biotic_stimulus	0.0029997000299970002	0.03984895628084251	0.2924488295572844	1.281062067835128	29	513	epidermal_ncell_2944
obsolete_coenzyme_metabolic_process	0.0031996800319968005	0.0420928780908317	0.3665851734582255	1.4843165884044485	31	114	epidermal_ncell_2944
